0,1,2,3,4,5,6,7,8,9,10,11
134F75696752E961DC14A140002C2AF5,Budapest,HU,1184,Ulloi ut 329,Hotel Timon,2DDCE6DAC512E88FF2F1C8D656CFEA0B,Budapest,HU,1184,Üllői út 329,Hotel Timon
46AC6A56A46037C17E2A546796BA777F,Budapest,HU,1016,Hegyalja str. 23.,Hotel Charles,FFD95A5B5274C209F19CB55B42B64B3E,Budapest,HU,1016,Hegyalja út 23.,Hotel Charles
5ED0BE272550E6744F95787740587CEE,Budapest,HU,1137,Szent Istvan krt. 22,City Hotel Ring,29E84BF6AB170FA422EBB9B25D4BB5BB,Budapest,HU,1137,Szent István krt. 22,City Hotel Ring
4D76A7E4050A678652D80AEC4685960F,Budapest,HU,1075,Király utca,Budapest Center Residence,5F262F46BECE4F320535EA57785BFFBF,Budapest,HU,1075,Király u. 19.,Budapest Center Residence
94229D3C8F9FBE05BCFD41AB74C5A67E,Budapest,HU,1203,Vizisport 12.,Duna Garden Hotel,39B03F196CADD356A2AD46508F23E1E9,Budapest,HU,1203,Vízisport u. 12.,Duna Garden Hotel
DB71B7F72266F2269CD9A86F3B7320CC,Budapest,HU,1088,16 Vas Street,Casa de la Musica Hostel,167622C41FAE4F5DE53EFE55576AC867,Budapest,HU,1088,Vas utca 16.,Casa de la Musica Hostel
A87927302E8BF478F200079B4893EB70,Budapest,HU,1075,14 Rumbach Sebestyen Street,Roombach Hotel Budapest Center,949358CC4795BCB2BC2DF6B2E1070FC3,Budapest,HU,1075,Rumbach Sebestyén utca 14.,Roombach Hotel Budapest Center
EF0E2FA547B8FF69B2363BDF963363D2,Balatongyorok,HU,8313,Kossuth street 87.,Albergo Giardino Hotel,3688965DAEEA62F0E6E1F75F090A5F7C,Balatongyörök,HU,8313,Kossuth u. 87.,Albergo Giardino Hotel
2FAD8901CBD762EF7F91A4F08CE75C55,Budapest,HU,1061,Andrassy street 2.,Play Apartments,5757D606CFBACBFA7D42905B01F1A284,Budapest,HU,1061,Andrássy street 2. 2. floor 1.,Play Apartments
09766AE5FAD08D18AF818A81021AE69B,Budapest,HU,1056,Belgrad Rakpart 19,Budapest City Center Apartments,236C37B5D57E9794FB18AC8B2147565A,Budapest,HU,1056,Belgrád rakpart 19.,Budapest City Center Apartments
DC554538FE6E748A32CB062BBF1E651A,Budapest,HU,1051,Merleg street 6,Starlight Suiten Hotel Merleg,1D3B3B04CECCBCA00C3FFE32301C14D0,Budapest,HU,1051,Mérleg utca 6,Starlight Suiten Hotel Budapest
8F5E63CC00E87AEB8311FDA7569D3C79,Vonyarcvashegy,HU,8314,Helikon str. 22,Zenit Hotel Balaton,36B83C98A2552196E9361B241CD5C14C,Vonyarcvashegy,HU,8314,Helikon u. 22.,Zenit Wellness Hotel Balaton
B6E6CB3858D918B88E5021796BF0C0B7,Budapest,HU,1085,Ulloi road 30,Design Apartments Budapest,B29D3C21387891C26AC03A7E77606C69,Budapest,HU,1085,Üllői út 30.,Design Apartments Budapest
BE4C6351EBBDEA28D2D22FDDF0AC5BF3,Debrecen,HU,4030,10 Somlyai Street,Hotel Platan,4BA4BE780568C7ECA305FCC093B3BDF3,Debrecen,HU,4030,Somlyai 10,Platan Hotel
FD1AF1253CC1F0968328A0221581A2D8,Hévíz,HU,8380,Attila street 65.,Andrea Villa,7EDE440897D440786040F811ABE29365,Hévíz,HU,8380,Attila u. 65,Andrea Villa Hévíz
47B6D64E769179BBF1C09C80A4976DDC,Budapest,HU,1051,Hercegprímás utca,Aria Hotel Budapest,86F05B3090E38EA159FEF5E67198C5AE,Budapest,HU,1051,Hercegprímás utca 5.,Aria Hotel Budapest
72D650D6E350DCAE8F034FC7C321F353,Budapest,HU,1039,Piroska Str. 3-5.,Holiday Beach Wellness Hotel with Sauna Park,FEA093D2BBEB15E6B4F40D6B4E99F7F2,Budapest,HU,1039,Piroska Utca 3-5,Holiday Beach Budapest Wellness Hotel with Sauna Park
C1D1DB4D2825560D523FCB1E28300A2C,Budapest,HU,1055,Balassi Balint street 27.,HomePlus Hostel,F18D5C45E2D18B85833A367194A082F9,Budapest,HU,1055,Balassi Bálint utca 27.,HomePlus Hostel
127A5046DF01510C9E1D0DFC75CD34E2,Budapest,HU,1072,Akacfa utca 1-3,Ibis Budapest City,F10C123F9D7EE616F2FF3DBDDB78D1E0,Budapest,HU,1072,Akácfa u. 1-3.,Ibis Budapest City
ADF854F418FC96FB01AD92A2ED2FC35C,Budapest,HU,H-1014,Hess A. ter 1-3,Hilton Budapest Hotel,1D621120A54FB648CB3D036BB353BABE,Budapest,HU,1014,Hess Andras ter 1-3,Hilton Budapest
C366E2CEE9C1AD1797E705F6116EAF3D,Budapest,HU,1066,Dessewffy u. 36,"Star Inn Hotel Budapest Centrum, by Comfort",055B2B84296EF4D09438B2B97BFDC6D4,Budapest,HU,1066,Dessewffy u. 36.,"Star Inn Hotel Budapest Centrum, by Comfort"
6612BB60DDC5BA6CAF94C454186994ED,Budapest,HU,1052,Haris koz 2. 2/1,Animation City Hostel,85A2BC56B90B32FDA12358B0A30233B1,Budapest,HU,1052,Haris köz 2. ,Animation City Hostel
FFCE3D746B512B0F5AEB18B642380C98,Budapest,HU,1060,20 Kiraly Street,Wombats City Hostel Budapest,404B3720EBE941DEAC24A8F1C6FBB97C,Budapest,HU,1061,Kiraly u. 20.,Wombats City Hostel Budapest
FF639600F7629FC5750BAE2F60FC810E,Hévíz,HU,8380,Rakoczi u. 1-3.,Palace Hotel Heviz,61406225D576BCDEE5D0E259B093D93F,Hévíz,HU,8380,Rákóczi u. 1-3,Palace Hotel Hévíz
E5386839477F9DEDCE0BBECDD97B3006,Budapest,HU,1061,Paulay Ede utca 43,Smart Ernesto,8491E6CFAB4DB5D1B006B93688D69DE5,Budapest,HU,1061,43 Paulay Ede utca,Legendary Ernesto
BF692F5BB15BD1E2F301CE87344A7CA4,Budapest,HU,1062,Anker koz street 1-3,Deak Hostel,05DC6B4CD1D240CA816E0BF9A1E0C2D4,Budapest,HU,1062,Anker Köz 1-3,Deák Hostel
121ECC1FD1ACA9AB47BC95ADCD2D6D41,Hajduszoboszlo,HU,4200,Gabor Aron steet 34,Hotel-M,EC771FD5D56211D1C6110E5227283DC6,Hajdúszoboszló,HU,4200,Gábor Áron u. 34.,Wellness Hotel-M
0B1346F9C1DD76D254D178E8C0E0CB09,Hajduszoboszlo,HU,4200,Sport street 16.,Panorama Wellness Apartman Hotel,08CD32FB0B2783ECBE51895032CB058F,Hajdúszoboszló,HU,4200,Sport u. 16.,Panoráma Wellness Apartman Hotel
9DEDDB06F39A1287B3AC6DA1EE1EEAA8,Budapest,HU,1051,Oktober 6 street 26,Iberostar Grand Hotel Budapest,ADDF1831064467568EB36D612C591BAC,Budapest,HU,1051,Október 6. utca 26.,Iberostar Grand Hotel Budapest
5007DA2D68A4E1AFD8E03E4579B18073,Budapest,HU,1063,Sziv str 13,Central Green Hotel,767E132D8AEB5517C337DEB2F2709AD1,Budapest,HU,1063,Szív utca 13,Central Green Hotel
49DEBF9EC1B1EB94E1581877678F974B,Budapest,HU,1148,Vezer str 180,Hotel Lucky,1FB7C163AC90E52D039B7EE20B8D3CB2,Budapest,HU,1148,Vezér út 180.,Lucky
7A285B9A6F34D9D9F54C63A6E2AFB93A,Budapest,HU,1082,Kisfaludy Street 18-20,Maple Tree Apartments,B65AF17F94738BF1CFA6881CE6ED5FC6,Budapest,HU,1082,Kisfaludy utca 18-20.,Maple Tree Budget Apartments
CD606199721B32594F9BD53A9CDA6488,Budapest,HU,1121,Liderc utca 13,Dominika Apartman Hotel,9463E972B699A7AE73ED0F739F6934FB,Budapest,HU,1121,Lidérc utca 13.,Dominika Apartman Hotel
2DBC9026CCAD34BB6B62533AC5416CB6,Budapest,HU,1051,2 Ferenciek Square,Maverick Hostel and Ensuites,D9E30BA5FAF0B118FBF9CBC5E061CC05,Budapest,HU,1051,Ferenciek tere 2.,Maverick Hostel & Ensuites
59BEA885811818E6AAD0A4718CBB0916,Sarvar,HU,9600,Fekete-hid str. 17.,Apartment Hotel Sarvar,121C950B6827950A57D12771B5B24B32,Sárvár,HU,9600,Fekete-hi­d u. 17,Apartman Hotel Sárvár
AD80F31D0832900A34A6B51D38067FB3,Budapest,HU,1191,Bethlen Gabor street 31.,Hotel Sunshine,6992A7391AECF6583B3BB253E777504A,Budapest,HU,1191,Bethlen Gábor utca 31.,Hotel Sunshine
3D2A4C306FF23FB831912B5AE3CDEB42,Zalakaros,HU,8749,Termal str 7,Hunguest Hotel Freya,E5E2C48D9B3B8E3F4132BD4D00F5ECD3,Zalakaros,HU,8749,Termál u. 7.,Hunguest Hotel Freya
6074C05D97B9C415FC12461ECA9468D3,Nagykanizsa,HU,8800,Attila street 4,Hotel Touring,87C37E1D70083042462C9AD960E15F5E,Nagykanizsa,HU,8800,Attila.u.4,Hotel Touring
FAEBE384C4EB168055737E8D586EF64F,Budapest,HU,1067,Csengery street 53,City Center Guesthouse Hotel,01D5A8522E1F7FF618778961471ECDDD,Budapest,HU,1067,Csengery utca 53,City Center Guesthouse Budapest
9B52D4FDE8C4D8DFAE853B9CFCDD0D6C,Riyadh,SA,,Qortoba 99999,Harmony House Hotel,72DDDDDD5FB3C4A756D96A98D0304129,Riyadh,SA,99999* ,"Dabab Street, Al Mather Cross",Best Western Plus Riyadh Hotel
6B42A79565626B5571D605AFED9F9F06,Mecca,SA,,"Masjid Al Haram Road, Azezyah",Makarem Al Bait Hotel,7BEFC747DC9179237FFFB56FB02D4EAA,Makkah,SA,99999*,"Masjid Al Haram Road, Azezyah",Makarem Albait Hotel
24EB36E1EDF8C03D18E2E6E2D087D219,Jeddah,SA,,Ibrahim Masoud Street,Al Mishkah Apartment,4B75E55819E90FAD5919C3DF880A824E,Jeddah,SA,21231,Al Salama District,Al Mishkah Hotel Apartments
40583B01F24D8B8BB1ADC11ABBB88B3C,Al Hada,SA,26591,Al Hada Road,Al Nahdi Furnished Apartments - Al Hada,8D5ACA5136EA98E920E618A09BC1B1DB,Al Hada,SA,26591,15 Al Hada Road,Al Nahdi Aparthotel Al Hada
97220B27C51CE8FD88203E3D5749C705,Al-Khobar,SA,31952,Al Aqrabia Drinec Hamoud,Dyafat Al Saati Apartment,3F8FA637E9B4BB083AFBBABC3463956B,Al Khobar,SA,31952,Al Aqrabia Prince Hamoud ,Dyafah Al Saati 1
7577E1517569949EA9C41A471803B806,Mecca,SA,,Ajyad Street,Elaf Al Mashaer Hotel Makkah,9B4A10E70EAF3B951EAA542410A45040,Makkah,SA,99999*,Ajyad Street,Elaf Al Mashaer Hotel Makkah
4BF4CCCA2BAC87685EB46AFA62BC45F6,Riyadh,SA,,"King Fahd Street, North Ministry of Interior",Burj Al Hayat Furnished Suites - Al Olaya,BE14A125539A28C8F976ECD401972E38,Riyadh,SA,99999*,"Riyadh-Olya ,king Fahad Road,North Ministry of Interior",Burj Al Hayat Furnished Suites
AA64603C3DA7AF0836048136CF2E260E,Al-Khobar,SA,31952,Prince Turkey Street,Gulf Terrace Corniche Hotel,986501A27623EF30876D38210EDE8AD9,Al Khobar,SA,31311,Prince Turkey Street ,Gulf Terrace Corniche Hotel
2139D92423DF11BB3EED0A5D8E07D303,Jazan,SA,45142,Al Riyadh Road next to Rashid Mall,Residence Inn Jazan,3E6993625530925B7B9A7EB9697E6EAD,Jazan,SA,31311,Al Riyadh Road next to Rashid Mall,Residence Inn by Marriott Jazan
72D4D161FAA3AD9DFD90719A3898AEBD,Mecca,SA,,Ibrahim Al Khalil Street,Dar Al Eiman Grand Hotel,461270817B89044D5A96B6FE5288000E,Makkah,SA,21955,"Makkah - Ibrahim Al Khalil Street , Masfelah District",Dar Al Eiman Grand
28910D7E4098FD402FD17A0CE9CB47BB,Dammam,SA,,"Al Souk Street, Next to Al Dana Shopping Centre",Safari Al Dana Hotel,945139768AE28420FF91F79F376970C9,Dammam,SA,99999*,"Al Souk Street, Next to Al Dana Shopping Centre",Safari Al Dana
BBE3A43611371548C7CB5D14ABE3E77A,Mecca,SA,21955,King Abdul Aziz EndowmentAjyad Street,Swissotel Makkah,311AC684C07318618824ECDE29632DF8,Makkah,SA,21955,"King Abdul Aziz Endowment Abraj Al Bait Complex,Om AlQura Street.",Swissôtel Makkah
1D0B056A03F790497E9E440764B3BB95,Al-Khobar,SA,,Prince Musaid Street,Al Baron Palace Al Khobar,D90B796969F3A691FE98D51E125540CC,Al Khobar,SA,51941,"Prince Musaid Street , North District",Al Baron Palace Khobar
E917B4D7C81413C8C4E0450284D36711,Riyadh,SA,11564,"Al Malqa District,Al Umrah Street",Al Yamama Palace - Al Malqa Branch 12,859EDCEAB9EA2392C5C63B6FFF6A6DA4,Riyadh,SA,11564,Al Malqa Dst. - Al Omrah Street,Al Yamama Palace- Al Malqa Branch (12)
275516EB0FB7A293976FE20AE6CDD947,Al Ula,SA,,"Al Ula Street, 31311 Al Ula",Al Ula Arac Resort,C9C436BE856E5D0318B87ACC12E5084E,Al Ula,SA,31311,Al Ula Street,Al Ula Arac Hotel
E9F0C772C94524E68F36C4C744957208,Medina,SA,42311,"Siteen Road, Northern District",Al Madinah Harmony Hotel,DB349605C2F4E266387C39FFA191A9B5,Al Madinah,SA,35980,"Siteen Road, Northern Destrict",Al Madinah Harmony Hotel
AD91F9D31617E8D7E84201FD59DAF8E4,Jeddah,SA,,"Palestine street,PO BOX 7375",Al Hamra Hotel Managed by Pullman,989090D7015AE747C01D16D91DD51803,Jeddah,SA,21433,Palestine Street,Al Hamra Hotel Jeddah Managed by Accorhotels
688C82C70615F3DC5E5A37CF8A5EDC06,Tabuk,SA,47914,Al Imam Turki Ibn Abdullah Road,Al Nawras Furnished Apartments,0C6D9A8F4CCBDDF2D39C3680691AB4D6,Tabuk,SA,47914,Al Imam Turki Ibn Abdullah Road,Al Nawras Furnished Apartments
BBFD4F55A2AE116EB120F69ECA64F8B2,Riyadh,SA,14216,Az Zubair Ibn al Awwam,Al Yamama Palace Al Salam,31F8CF6546804DF674DF1043D2E85021,Riyadh,SA,966,"Az Zubair Ibn Al Awwam Street, Ar Rawabi District",Al Yamama Palace - Al Salam Branch
443BEBBD6DE0E6B4BB8A26195BF3F8D4,Mecca,SA,,Ibrahim Al Khalil Street,Reda Plaza Hotel,2511E2724F3311106E46FE3D8111EB7E,Makkah,SA,21955,"Al Masfalah, Ibrahim Al Khalil Street",Reda Plaza
74B561D64CB237EA3C3AEC487C427B8B,Riyadh,SA,11372,"Shaikh Jaber Al Sabah Street, Al Khaleej",Boudl Gaber,4E05B2100D4C34DC25839DF2659B40AC,Riyadh,SA,11372,"Shaikh Jaber Alahmed Alsabah, Al Khaleej",Boudl Gaber
BC72B172F9687FAC33B346312036C036,Riyadh,SA,,"TAHLIA STREET , OLAYA , RIYADH",Executive Suites,089497CDA0D96AA3C8BDAB4D4DAB49F1,Riyadh,SA,11576,"Olaya, Tahlia Street",Executive Suites
8C9986E4FAEC64375374BF222009680E,Riyadh,SA,,King Fahad Road,Al Fanar Palace 2,ED03B045ADB9D45D4A137EBBCCB1EC8B,Riyadh,SA,11564,"Al Riyadh- Ex.4, King Fahad Road going to Al Qassim,Next to Al Sadhan Market  right going to Anas Bin Malak Street",Al Fanar Palace 2
4ECBCC306DA99AC2600D0D824505D871,Riyadh,SA,,"Al Ladhqiyyah Street , Al Muruj District",Darea Al Muruj Hotel,BBDBD058A1D51FC543AB3991C1CA2DFC,Riyadh,SA,31311,"Al Ladhqiyyah Street , Al Muruj District",Darea Al Muruj
8F1B4379C14B702F1E60D0514D715947,Medina,SA,,King Fahad Street,Royal Inn Al-Nokhba Hotel,8996BF0DBA51726A171010E695435605,Al Madinah,SA,99999,King Fahad Street,Al Nokhba Royal Inn
F51270917C3F23B27A7FEE39EFA00398,Riyadh,SA,305908,South ring road -azizia - west of puplic transport station,Executives Hotel - Azizia,A238CAF3B3E2603CC8F7C16B5A9F0C35,Riyadh,SA,11564,"South ring road , Azizia district",Executives Hotel - Azizia
64570D330B33BB494289B5954E0AD2E1,Medina,SA,,"Central Area Madinah, Al-Steen Street",Dar Al-Naeem Hotel,4234C9ABA420648F662D44E032CA90C7,Al Madinah,SA,20012,"Central Area Madinah, Al-Steen Street",Dar Al-Naeem Hotel
9B76F57EE72E5D9B307C5672CB49A216,Al-Khobar,SA,34448,"Abdul Karim Alansari Street, Al Ulaya District, Al Olayya,",Majestic Homes,8DA358A0514D9265894BE1526ABFD199,Al Khobar,SA,34448,"Abdul Karim Alansari Street, Al Ulaya District",Majestic Homes
BABB8073A026B52519F70F5641A40236,Riyadh,SA,,Al Izdehar Dst. Al Imam Saud Street,Hotelier Al Izdehar,197F4C9741D973C7F3A791EF9D5B027A,Riyadh,SA,31311,"Al Imam Saud Street , Al Izdehar District",Hotelier Al Izdehar
96A2DA59C90813BE0540345079A9D82E,Mecca,SA,21955,Abraj Al Bait Near King Abdul Aziz Gate P.O. Box 17700,Movenpick Hotel & Residence Hajar Tower Makkah,BEAAFA2E0FD75D2E23327F75F35CA971,Makkah,SA,21955,Abraj Al Bait - Near King Abdul Aziz Gate,Mövenpick Hotel & Residence Hajar Tower Makkah
7B06A98687477E0254DA7C59370B0CA9,Mecca,SA,21955,"Mahbes Al Jeen District, King Abdulaziz Road",Rowaa Golden Hotel,A6A4A05C1296BDFF2E316CCF9F249645,Makkah,SA,21955,Mahbes Al Jeen Dst. King Abdulaziz Street,Rowaa Golden Hotel
86D1AEDA58EB21466C933341E307509B,Riyadh,SA,13322,"Anas Inb Malik Rd, Al Yasmin District, 113322 Riyadh, Saudi Arabia",Sama Inn Apartment,82A933507081597F2F00E4A02F065108,Riyadh,SA,13322,"Anas Inb Malik Rd, Al Yasmin District",Sama Inn Hotel Apartments
DA6DD497DBBE6708E7B43BE0B6382799,Jeddah,SA,21454,Al Maade Street,Rotana Residence Apartments,73F610DEE497A0B506CF3E18F084E573,Jeddah,SA,21454,"Alhamra District, Almaadi Street",Rotana Residence Apartments
A34F767170CF07F51D81C16D7A769E63,Al-Khobar,SA,31952,Bashar Ibn Burd Street,diafat alshrq,49A79C8BA3771535DF28A2526BB1D023,Al Khobar,SA,31952,Bshar Bin Burd,Diafet Alsharq
8229797CD3D00AA53336DF0237F66BB6,Jeddah,SA,,North Obhor,Bhadur Resort Jeddah,94547674B622E38B7602F2FDB2A1F10E,Jeddah,SA,99999*,North Obhor,Bhadur Resort Jeddah
184E7189765C652C8C501A7619CF872C,Mecca,SA,35555,"3rd ring road ,Kudai District",Casablanca Takamul Hotel,7EC4EC9F1DD4BA2A18AE6F8DFBA11D1B,Makkah,SA,36555,"3rd Ring Road , Kudai District",Casablanca Takamul Hotel
D6FD20E44FBC82D0D6BF23FA96105427,Al-Khobar,SA,31952,Al Qashla Street,Doubletree by Hilton Hotel Dhahran,74A53123DA1999F318CBA6CE73991069,Al Khobar,SA,99999,"Al- Khobar , Al Qashlah st ",DoubleTree by Hilton Dhahran
EB006663C2F1B0A929EBF35BFE0E01C7,Al-Khobar,SA,,Dahrane Street,Intour Al Khobar Hotel,D4EEC58FCE2E98A2BC31B5AA19EB1F45,Al Khobar,SA,30920,Dahrane Street ,Intour Al Khobar
B1E61AE927357B7CC7007586A4C8D184,Al Jubail,SA,31951,Al Madrasa Street,Al Shaiki Hotel,AEEC4307686C89BEC02C71CB1BE60A6B,Al Jubail,SA,31951,Al Madrasa Street,Al Shaiki Hotel
6E6C597ED4F2AADC62148885DE3DFC11,Riyadh,SA,13231,Muhammad Ibn Gharib,Towlan Suites 1,BA36CB47B13AE1E49A8CE52898CDEB56,Riyadh,SA,13231,"Al Malzilah District, Ashaikh Jaber Alahmed Street",Towlan Hotel Suites 1
22E676924EA9B221FCB029190E2518C1,Jeddah,SA,21493,Prince Mohammed Bin Abdulaziz Street PO Box 13147,Novotel Jeddah Tahlia,DA3F5FDE31A091AF354A257CA43BCFC0,Jeddah,SA,21493,Prince Mohammed Bin Abdulaziz Street P O Box 13147 Jeddah 21493,Novotel Jeddah Tahlia
973C9D60DDA01E9D6434CCBFA13BB51A,Dammam,SA,31311,"Imam Mohamed Bin Saud Street, Al Faisaliyah District",Al Dar Darak Furnished Units 2,DC182527B3B1C2B580FB1A7B2BE07EC6,Dammam,SA,31311,"Al Faisaliyah District, Imam Mohamed Bin Saud Street",Al Dar Darak Furnished Units 2
74BFBF4AE37A7FDC76BE6D2D1B124603,Medina,SA,,Al Markaziah Al Shemaliah.Beside Al Bukhary Mousque,Al Saha Hotel - By Al Rawda,41EECF2B57E2280C62F55BD50DEA39E5,Al Madinah,SA,20012,Al Markaziah Al Shemaliah.Beside Al Bukhary Mousque ,Al Saha Hotel – By Al Rawda
D087861CF9910F61A19C55FAF07B6C0C,Riyadh,SA,13328,Prince Faisal Ibn Bandar Ibn Abdul Aziz Road,Beautiful Moment Apartment,D7C303FD50A3C7F56B5B8D35DC796936,Riyadh,SA,87993,"Al Salamah Street From Prince Faisal Ibn Bandar Ibn Abdul Aziz Rd, Al Narjis",Beautiful Moment Furnished Apartments
3ACB5034276052FB2265C333EFCAF264,Jeddah,SA,,Saqr Qurish Street,Ayyam Inn Furnished Apartments,B1B2088E58B53BF6C80A8D4F47D4BBE3,Jeddah,SA,23436,"Al Salamah District, Saqr Qurish Street",Ayyam Inn Furnished Apartments
0F7439D0D854189DA1C40C2E1BB38FD6,Mecca,SA,,Al Misfala,Zahrat White Palace,01151BE2FBACB9273AD3FAA84A4986D1,Makkah,SA,21452,"Al Misfala, Al Hijra Street ",Zahra White Palace Hotel
D3F158B4A87B61B7FC3F28A3FE05DED7,Al Jubail,SA,,Prince Naif Street,Dorrat Al Jubail Apartment 1,5333133F4E5C59FA37C36A84C73E018B,Al Jubail,SA,21577,Prince Naif Street,Dorrat Al Jubail 1
C45FDD2929BCC15B25D2623FEC025C4F,Al-Khobar,SA,31545,"Zaid bin Al Khattab St. Al Aqrabiyah District, Al Olayya",Kyan Suite Hotel,077899E57C1D82444F42763E7B1C4F02,Al Khobar,SA,31545,Zaid bin Al Khattab St. Al Aqrabiyah District,Kyan Suite Hotel
C23C11952F971A37C12CA65F1F4B730F,Mecca,SA,24222,"King Abdul Aziz Road , Ajyad Alsad District - Take a right before Alazizia tunnel",Qasr Ajyad AlSad 2 Hotel,C7B304D1EFAD2340EB9A6679747D98CC,Makkah,SA,24222,"King Abdul Aziz Road , Ajyad Al Sud District",Qasr Ajyad AlSad 2 Hotel
CA21E476C1781D6BB1DFFCCA62B53E34,Jeddah,SA,21955,"Palestine Street, Mishraffah District",Renz Hotel,EEB72B8F23ADFBB6710A64A6FB58DD75,Jeddah,SA,21955,"Palestine Street, Mishraffah District",Renz Hotel Jeddah
53BE3F70307D312C9E974D8AA6CC7F2F,Riyadh,SA,11178,"Ash Shaikh Abdullah Al Makhdub Street,Al Falah District",Rayatna for Furnished Apartments 2,F676FDE690032500222B3CDACF34FA8F,Riyadh,SA,11178,Al Falah District,Rayatna for Furnished Apartments 2
DB2FA29747CCECBCA3137E59501248AA,Jeddah,SA,55555,"Herra street, Al Nahda District",Beautiful Nights Apartment 3,5BC9BB4F7F070688BE2412EB29E79F66,Jeddah,SA,55555,Herra st. - Al Nahda Dis.,Beautiful Nights Apartment 3
7B5A76E67C16BCD2EA535B2D35592B5F,Buraydah,SA,31952,"Almontazah District,Prince Sultan Ibn Abdalaziz Street,  Unayzah",Marasikom Apartment 3,3C9E43689DF5BCB27C13C853CA581C07,Unayzah,SA,31952,"Almontazah District,Prince Sultan Ibn Abdalaziz Street",Marasikom Apartment 3 (Families Only)
5382266A3DE226F4DA6AC19B28ED1B12,Mecca,SA,21955,Third Ring Road,Drnef Hotel Makkah,E4D0DD56BEFB796FCF8901B651350805,Makkah,SA,21955,"Third Ring Road , Kudai District",Drnef Hotel Makkah
5A526541DCCC3E60170BA1D91B092EA1,Mecca,SA,21955,Abraj Albait Complex,ZamZam Pullman Makkah Hotel,7378FFD12315DFE8EDB1A7B0AD384F52,Makkah,SA,21955,Abraj Albait Complex,Pullman ZamZam Makkah
96F870CDFDA4A6C4018D11CA75552289,Mecca,SA,21452,Al Azeziah Next to Al Baik Restaurant,Barakat Al Aseel Hotel,B442499FE46AD1DC2468153E550326CE,Makkah,SA,21452,AlAziziah next to AlBaik restaurant,Barakat Al Aseel
FC5D2E1A9278C3D3FFC25700C48804AC,Al Jubail,SA,31951,Post Box No 2299 Abu Baker Al siddique street,Lavona Hotel,DA2AAEA1CB41E5724A82344A72F5E93C,Al Jubail,SA,2299, Abu Bakr El Seddik Road,Lavona Hotel
